band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,record_id,species_scientific_name
B07705215462,B07705215462,"",E,10/02/2021,02,10,2021,US,US-WI,42.67843,-88.19749,0,W1,MALLARD,1320,"","","","","","",01,21,07,05,1.33,E,713295,Anas platyrhynchos
B07705216505,B07705216505,"",B,08/22/2022,22,08,2022,US,US-WI,45.50000,-92.50000,60,W1,Mallard,1320,3,85,1,5,P9972302,0,"","","","",,B,17076212,Anas platyrhynchos
B07705216505,B07705216505,"",E,08/03/2023,03,08,2023,US,US-WI,45.75000,-92.75000,10,W1,Mallard,1320,3,00,1,5,P9972302,"",66,23,15,07,2.17,R,19510306,Anas platyrhynchos
B07705217781,B07705217781,"",B,08/16/2022,16,08,2022,US,US-WI,45.50000,-92.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,17076176,Anas platyrhynchos
B07705217781,B07705217781,"",E,09/25/2023,25,09,2023,US,US-WI,45.84912,-92.61492,11,W1,MALLARD,1320,"","","","","","",01,21,07,04,1.25,E,1108151,Anas platyrhynchos
B07705217947,B07705217947,"",B,08/16/2022,16,08,2022,US,US-WI,45.50000,-92.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,17076124,Anas platyrhynchos
B07705217947,B07705217947,"",E,08/31/2023,31,08,2023,US,US-WI,45.75000,-92.75000,10,W1,Mallard,1320,3,00,1,5,P9972302,"",66,23,15,07,1.17,R,19510302,Anas platyrhynchos
B07705218587,B07705218587,"",B,08/11/2022,11,08,2022,US,US-WI,45.50000,-92.50000,60,W1,Mallard,1320,3,85,2,4,P9972302,0,"","","","",,B,17075816,Anas platyrhynchos
B07705218587,B07705218587,"",E,08/31/2022,31,08,2022,US,US-WI,45.75000,-92.75000,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,17285212,Anas platyrhynchos
B07705218822,B07705218822,"",B,08/16/2022,16,08,2022,US,US-WI,45.50000,-92.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,17075948,Anas platyrhynchos
B07705218822,B07705218822,"",E,11/19/2022,19,11,2022,US,US-WI,45.74339,-92.57790,0,W1,Drake Mallard,1320,"","","","","","",01,21,07,05,0.42,E,976745,Anas platyrhynchos
B07705219147,B07705219147,"",B,08/15/2023,15,08,2023,US,US-WI,45.50000,-92.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,19492986,Anas platyrhynchos
B07705219147,B07705219147,"",E,08/18/2023,18,08,2023,US,US-WI,45.75000,-92.75000,10,W1,Mallard,1320,3,00,1,4,P9972302,"",66,23,15,07,1.17,R,19510294,Anas platyrhynchos
B07705230547,B07705230547,"",B,08/26/2021,26,08,2021,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,14847448,Anas platyrhynchos
B07705230547,B07705230547,"",E,08/27/2021,27,08,2021,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,14978890,Anas platyrhynchos
B07705231037,B07705231037,"",B,08/11/2022,11,08,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,16980702,Anas platyrhynchos
B07705231037,B07705231037,"",E,08/23/2022,23,08,2022,US,US-WI,44.26988,-87.68393,11,W1,MALLARD,1320,"","","","","","",00,21,07,05,0.17,E,873261,Anas platyrhynchos
B07705231467,B07705231467,"",B,08/11/2022,11,08,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,17057246,Anas platyrhynchos
B07705231467,B07705231467,"",E,11/28/2022,28,11,2022,US,US-WI,43.87197,-88.44447,0,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,0.42,E,957933,Anas platyrhynchos
B07705235460,B07705235460,"",B,08/17/2022,17,08,2022,US,US-WI,44.50000,-89.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,17163918,Anas platyrhynchos
B07705235460,B07705235460,"",E,10/03/2022,03,10,2022,US,US-WI,43.80776,-88.67483,11,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.33,E,911365,Anas platyrhynchos
B07705235545,B07705235545,"",B,08/11/2022,11,08,2022,US,US-WI,44.50000,-89.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,17163884,Anas platyrhynchos
B07705235545,B07705235545,"",E,12/02/2023,02,12,2023,US,US-WI,44.46565,-89.57456,11,W1,Mallard,1320,"","","","","","",01,21,07,04,1.50,E,1167013,Anas platyrhynchos
B07705236182,B07705236182,"",B,08/03/2023,03,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,19450804,Anas platyrhynchos
B07705236182,B07705236182,"",E,10/07/2023,07,10,2023,US,US-WI,44.66399,-88.01983,11,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.33,E,1117291,Anas platyrhynchos
B07705236346,B07705236346,"",B,08/03/2023,03,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,19450752,Anas platyrhynchos
B07705236346,B07705236346,"",E,08/29/2023,29,08,2023,US,US-WI,44.08333,-87.91667,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,15,07,0.17,R,19499574,Anas platyrhynchos
B07705238028,B07705238028,"",B,08/17/2023,17,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,19450458,Anas platyrhynchos
B07705238028,B07705238028,"",E,10/05/2023,05,10,2023,US,US-WI,44.56877,-87.98579,0,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,04,0.33,E,1115267,Anas platyrhynchos
B07705238072,B07705238072,"",B,08/17/2023,17,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,19450468,Anas platyrhynchos
B07705238072,B07705238072,"",E,08/24/2023,24,08,2023,US,US-WI,44.08333,-87.91667,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,15,07,0.17,R,19499542,Anas platyrhynchos
B07705238588,B07705238588,"",B,08/03/2023,03,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,19450366,Anas platyrhynchos
B07705238588,B07705238588,"",E,08/31/2023,31,08,2023,US,US-WI,44.08333,-87.91667,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,15,07,0.17,R,19499514,Anas platyrhynchos
B07705238667,B07705238667,"",B,08/17/2023,17,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,19450550,Anas platyrhynchos
B07705238667,B07705238667,"",E,10/27/2023,27,10,2023,US,US-WI,44.27575,-87.92410,11,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,0.33,E,1136597,Anas platyrhynchos
B07705238820,B07705238820,"",B,08/17/2023,17,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,19450498,Anas platyrhynchos
B07705238820,B07705238820,"",E,08/22/2023,22,08,2023,US,US-WI,44.08333,-87.91667,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,15,07,0.17,R,19499548,Anas platyrhynchos
B07705238820,B07705238820,"",E,08/24/2023,24,08,2023,US,US-WI,44.08333,-87.91667,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,15,07,0.17,R,19499550,Anas platyrhynchos
B07705244505,B07705244505,"",B,08/15/2023,15,08,2023,US,US-WI,44.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,19416600,Anas platyrhynchos
B07705244505,B07705244505,"",E,09/23/2023,23,09,2023,US,US-WI,44.47749,-88.45066,11,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,0.25,E,1103505,Anas platyrhynchos
B07705245467,B07705245467,"",B,08/01/2023,01,08,2023,US,US-WI,44.50000,-88.50000,60,W1,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,19416546,Anas platyrhynchos
B07705245467,B07705245467,"",E,08/17/2023,17,08,2023,US,US-WI,44.58333,-88.58333,10,W1,Mallard,1320,3,00,1,5,P9972302,"",66,23,15,07,1.17,R,19468914,Anas platyrhynchos
B07705245540,B07705245540,"",B,07/24/2023,24,07,2023,US,US-WI,44.50000,-88.50000,60,W1,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,19416510,Anas platyrhynchos
B07705245540,B07705245540,"",E,07/27/2023,27,07,2023,US,US-WI,44.58333,-88.58333,10,W1,Mallard,1320,3,00,1,5,P9972302,"",66,23,15,07,1.08,R,19468904,Anas platyrhynchos
B07705295705,B07705295705,"",B,09/10/2021,10,09,2021,US,US-MI,42.50000,-82.50000,60,W1,Mallard,1320,3,00,1,5,P4924474,0,"","","","",,B,15100910,Anas platyrhynchos
B07705295705,B07705295705,"",E,08/19/2022,19,08,2022,US,US-WI,43.75000,-89.25000,10,W1,Mallard,1320,3,00,1,5,P9972302,"",66,23,14,07,2.17,R,17285214,Anas platyrhynchos
B07705314070,B07705314070,"",B,05/10/2022,10,05,2022,US,US-WI,44.50000,-88.50000,60,W1,Mallard,1320,3,19,1,5,P4924474,0,"","","","",,B,16599378,Anas platyrhynchos
B07705314070,B07705314070,"",E,06/03/2022,03,06,2022,US,US-WI,44.26092,-88.38609,0,W1,MALLARD,1320,"","","","",P4924474,"",00,23,07,03,1.00,E,865097,Anas platyrhynchos
B07705314184,B07705314184,"",B,08/20/2021,20,08,2021,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,19,1,5,P4924474,0,"","","","",,B,15027750,Anas platyrhynchos
B07705314184,B07705314184,"",E,12/16/2021,16,12,2021,US,US-WI,44.48793,-88.02238,0,W1,MALLARD,1320,"","","","",P4924474,"",00,23,07,03,1.50,E,810819,Anas platyrhynchos
B07705314505,B07705314505,"",B,07/12/2021,12,07,2021,US,US-WI,43.50000,-89.50000,60,W1,Mallard,1320,3,19,1,5,P4924474,0,"","","","",,B,14625208,Anas platyrhynchos
B07705314505,B07705314505,"",E,09/16/2022,16,09,2022,US,US-WI,43.09398,-89.37123,0,W1,MALLARD,1320,"","","","","","",52,21,07,13,2.25,E,896401,Anas platyrhynchos
B07705385625,B07705385625,"",B,09/17/2020,17,09,2020,US,US-MI,43.50000,-83.50000,60,W1,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,12878430,Anas platyrhynchos
B07705385625,B07705385625,"",E,11/14/2021,14,11,2021,US,US-WI,43.91985,-91.31639,0,W1,GREENHEAD MALLARD,1320,"","","","","","",00,21,07,05,1.42,E,746995,Anas platyrhynchos
B07705400264,B07705400264,"",B,08/30/2022,30,08,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,17057006,Anas platyrhynchos
B07705400264,B07705400264,"",E,10/01/2022,01,10,2022,US,US-WI,44.57478,-89.64613,11,W1,MALLARD,1320,"","","","","","",01,21,07,04,1.33,E,909293,Anas platyrhynchos
B07705400380,B07705400380,"",B,08/25/2022,25,08,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,17056982,Anas platyrhynchos
B07705400380,B07705400380,"",E,09/10/2022,10,09,2022,US,US-WI,44.47994,-88.22664,11,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,04,1.25,E,886349,Anas platyrhynchos
B07705400690,B07705400690,"",B,08/17/2023,17,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,19449948,Anas platyrhynchos
B07705400690,B07705400690,"",E,08/29/2023,29,08,2023,US,US-WI,44.08333,-87.91667,10,W1,Mallard,1320,3,00,1,4,P9972302,"",66,23,15,07,1.17,R,19499500,Anas platyrhynchos
B07705400824,B07705400824,"",B,08/17/2023,17,08,2023,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,19449902,Anas platyrhynchos
B07705400824,B07705400824,"",E,10/18/2023,18,10,2023,US,US-WI,42.83551,-88.21426,11,W1,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,1128743,Anas platyrhynchos
B07705401010,B07705401010,"",B,08/25/2020,25,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642430,Anas platyrhynchos
B07705401010,B07705401010,"",E,10/22/2020,22,10,2020,US,US-WI,42.55657,-88.69853,0,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,04,0.33,E,596474,Anas platyrhynchos
B07705401067,B07705401067,"",B,08/25/2020,25,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642440,Anas platyrhynchos
B07705401067,B07705401067,"",E,12/03/2022,03,12,2022,US,US-WI,42.74085,-88.24398,11,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,2.50,E,961797,Anas platyrhynchos
B07705401331,B07705401331,"",B,08/25/2020,25,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642366,Anas platyrhynchos
B07705401331,B07705401331,"",E,08/27/2020,27,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,12700032,Anas platyrhynchos
B07705401541,B07705401541,"",B,08/25/2020,25,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642324,Anas platyrhynchos
B07705401541,B07705401541,"",E,08/01/2022,01,08,2022,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,1,5,P9972302,"",66,23,14,07,2.17,R,17285296,Anas platyrhynchos
B07705401865,B07705401865,"",B,08/25/2020,25,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642480,Anas platyrhynchos
B07705401865,B07705401865,"",E,08/27/2020,27,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,12700040,Anas platyrhynchos
B07705402102,B07705402102,"",B,08/26/2021,26,08,2021,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,14766490,Anas platyrhynchos
B07705402102,B07705402102,"",E,11/18/2021,18,11,2021,US,US-WI,44.63194,-88.03927,11,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.42,E,750249,Anas platyrhynchos
B07705402215,B07705402215,"",B,08/24/2021,24,08,2021,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,14766468,Anas platyrhynchos
B07705402215,B07705402215,"",E,10/24/2021,24,10,2021,US,US-WI,44.10161,-87.73896,0,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.33,E,730697,Anas platyrhynchos
B07705402504,B07705402504,"",B,08/24/2021,24,08,2021,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,14766410,Anas platyrhynchos
B07705402504,B07705402504,"",E,11/04/2021,04,11,2021,US,US-WI,44.14336,-87.97098,11,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.42,E,738689,Anas platyrhynchos
B07705402617,B07705402617,"",B,07/28/2022,28,07,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,17056916,Anas platyrhynchos
B07705402617,B07705402617,"",E,08/25/2022,25,08,2022,US,US-WI,44.08333,-87.91667,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,17285150,Anas platyrhynchos
B07705402775,B07705402775,"",B,07/28/2022,28,07,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,17056904,Anas platyrhynchos
B07705402775,B07705402775,"",E,11/22/2022,22,11,2022,US,US-WI,43.07533,-88.40371,11,W1,Mallard hen,1320,"","","","","","",01,21,07,04,0.42,E,950791,Anas platyrhynchos
B07705402900,B07705402900,"",B,08/26/2021,26,08,2021,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,14766530,Anas platyrhynchos
B07705402900,B07705402900,"",E,11/11/2021,11,11,2021,US,US-WI,43.99293,-88.53554,0,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.42,E,744739,Anas platyrhynchos
B07705403037,B07705403037,"",B,07/28/2022,28,07,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,17056766,Anas platyrhynchos
B07705403037,B07705403037,"",E,12/03/2022,03,12,2022,US,US-WI,43.73021,-88.88961,0,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.50,E,962815,Anas platyrhynchos
B07705403335,B07705403335,"",B,08/26/2021,26,08,2021,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,14766344,Anas platyrhynchos
B07705403335,B07705403335,"",E,10/17/2021,17,10,2021,US,US-WI,44.46497,-87.60539,0,W1,Mallard,1320,"","","","","","",01,21,07,04,0.33,E,724669,Anas platyrhynchos
B07705403810,B07705403810,"",B,08/04/2022,04,08,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,17056810,Anas platyrhynchos
B07705403810,B07705403810,"",E,11/13/2022,13,11,2022,US,US-WI,43.52646,-87.94872,0,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.42,E,988589,Anas platyrhynchos
B07705404904,B07705404904,"",B,08/04/2022,04,08,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,17056692,Anas platyrhynchos
B07705404904,B07705404904,"",E,10/02/2022,02,10,2022,US,US-WI,43.91057,-88.80256,0,W1,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,925217,Anas platyrhynchos
B07705404987,B07705404987,"",B,08/04/2022,04,08,2022,US,US-WI,44.50000,-87.50000,60,W1,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,17056696,Anas platyrhynchos
B07705404987,B07705404987,"",E,09/30/2022,30,09,2022,US,US-WI,44.53254,-88.01208,11,W1,MALLARD,1320,"","","","","","",01,21,07,04,1.25,E,907733,Anas platyrhynchos
B07705405170,B07705405170,"",B,08/27/2020,27,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,12642218,Anas platyrhynchos
B07705405170,B07705405170,"",E,11/03/2020,03,11,2020,US,US-WI,43.54939,-89.47670,11,W1,MALLARD,1320,"","","","","","",01,21,07,05,1.42,E,601735,Anas platyrhynchos
B07705405785,B07705405785,"",B,08/27/2020,27,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642296,Anas platyrhynchos
B07705405785,B07705405785,"",E,10/23/2020,23,10,2020,US,US-WI,42.79380,-88.17255,11,W1,MALLARD,1320,"","","","","","",01,21,07,05,0.33,E,596622,Anas platyrhynchos
B07705405977,B07705405977,"",B,08/27/2020,27,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642258,Anas platyrhynchos
B07705405977,B07705405977,"",E,11/11/2020,11,11,2020,US,US-WI,43.75040,-89.37639,11,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,0.42,E,604639,Anas platyrhynchos
B07705407060,B07705407060,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,12643040,Anas platyrhynchos
B07705407060,B07705407060,"",E,08/25/2020,25,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,1,4,P9972302,"",66,23,14,07,1.17,R,12700176,Anas platyrhynchos
B07705407060,B07705407060,"",E,08/27/2020,27,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,1,4,P9972302,"",66,23,14,07,1.17,R,12700178,Anas platyrhynchos
B07705407147,B07705407147,"",B,08/21/2020,21,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12643004,Anas platyrhynchos
B07705407147,B07705407147,"",E,11/01/2020,01,11,2020,US,US-WI,42.71579,-88.14218,11,W1,Drake mallard,1320,"","","","","","",01,21,07,05,0.42,E,601102,Anas platyrhynchos
B07705407577,B07705407577,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,12642938,Anas platyrhynchos
B07705407577,B07705407577,"",E,10/03/2020,03,10,2020,US,US-WI,43.59458,-89.64658,11,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,1.33,E,588015,Anas platyrhynchos
B07705407787,B07705407787,"",B,08/21/2020,21,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,12643096,Anas platyrhynchos
B07705407787,B07705407787,"",E,10/03/2020,03,10,2020,US,US-WI,42.67585,-88.19638,0,W1,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,595298,Anas platyrhynchos
B07705407940,B07705407940,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,12643044,Anas platyrhynchos
B07705407940,B07705407940,"",E,08/25/2020,25,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,1,4,P9972302,"",66,23,14,07,1.17,R,12700182,Anas platyrhynchos
B07705408025,B07705408025,"",B,08/14/2020,14,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642828,Anas platyrhynchos
B07705408025,B07705408025,"",E,08/18/2020,18,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,12700140,Anas platyrhynchos
B07705408137,B07705408137,"",B,08/14/2020,14,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642806,Anas platyrhynchos
B07705408137,B07705408137,"",E,08/18/2020,18,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,12700136,Anas platyrhynchos
B07705408180,B07705408180,"",B,08/14/2020,14,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642816,Anas platyrhynchos
B07705408180,B07705408180,"",E,10/02/2021,02,10,2021,US,US-WI,44.70506,-87.98927,0,W1,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,1.33,E,711313,Anas platyrhynchos
B07705408347,B07705408347,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642764,Anas platyrhynchos
B07705408347,B07705408347,"",E,10/03/2020,03,10,2020,US,US-WI,42.68807,-88.14966,11,W1,Hen mallard,1320,"","","","","","",01,21,07,05,0.33,E,588247,Anas platyrhynchos
B07705408427,B07705408427,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642748,Anas platyrhynchos
B07705408427,B07705408427,"",E,08/27/2020,27,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,12700116,Anas platyrhynchos
B07705408500,B07705408500,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642732,Anas platyrhynchos
B07705408500,B07705408500,"",E,08/27/2020,27,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,12700108,Anas platyrhynchos
B07705408585,B07705408585,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642736,Anas platyrhynchos
B07705408585,B07705408585,"",E,08/27/2020,27,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,12700110,Anas platyrhynchos
B07705408618,B07705408618,"",B,08/06/2020,06,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642910,Anas platyrhynchos
B07705408618,B07705408618,"",E,08/25/2020,25,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,12700158,Anas platyrhynchos
B07705408828,B07705408828,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642868,Anas platyrhynchos
B07705408828,B07705408828,"",E,08/27/2020,27,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,12700150,Anas platyrhynchos
B07705408850,B07705408850,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642862,Anas platyrhynchos
B07705408850,B07705408850,"",E,08/25/2020,25,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,12700148,Anas platyrhynchos
B07705409039,B07705409039,"",B,08/21/2020,21,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,12642626,Anas platyrhynchos
B07705409039,B07705409039,"",E,10/03/2020,03,10,2020,US,US-WI,43.47777,-88.63483,11,W1,Malard,1320,"","","","","","",01,21,07,05,0.33,E,589062,Anas platyrhynchos
B07705409224,B07705409224,"",B,08/18/2020,18,08,2020,US,US-WI,42.50000,-88.50000,60,W1,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,12642588,Anas platyrhynchos
B07705409224,B07705409224,"",E,08/25/2020,25,08,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,12700062,Anas platyrhynchos
